330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.609374821,0.604188383,0.490730554,0.535510838,0.53879565,0.695878565,0.623091519,0.745078206,0.734548926,0.667807162,0.702344477,0.686251342,0.687772512,0.755322814,0.722852945,0.693296432
333,870,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.606830239,0.606225848,0.489097118,0.534935355,0.540486991,0.695798934,0.622770071,0.746879101,0.735641241,0.666070521,0.701926947,0.687007606,0.685619056,0.757133722,0.724571943,0.69178164
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.599072158,0.607241571,0.491536021,0.536109507,0.540386021,0.695003688,0.62194711,0.739321709,0.732881308,0.674299896,0.703045666,0.690756798,0.694668293,0.754147351,0.725081623,0.695262372
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.603045881,0.608880937,0.494638741,0.538612902,0.541898072,0.69467169,0.622047901,0.740594149,0.733973265,0.676598012,0.705177009,0.692750633,0.694235265,0.755469501,0.727213979,0.692856014
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.596281528,0.60949868,0.494362354,0.537123799,0.541823566,0.693971515,0.620649219,0.736696124,0.731461883,0.67789942,0.707480073,0.693819582,0.695812881,0.754456401,0.72876817,0.693774045
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.598639429,0.609758198,0.494619459,0.534817517,0.541499913,0.694705665,0.621679068,0.736331165,0.731038451,0.681145191,0.712395966,0.694644511,0.695444047,0.751680136,0.732190847,0.692877054
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.602824092,0.606681764,0.493376225,0.529355407,0.542705238,0.695563972,0.624501407,0.73638171,0.730874658,0.680192351,0.713764071,0.689059675,0.691802382,0.753018081,0.728470147,0.690147996
330,866,375,648,401,450,510,453,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,495,483,0.599460185,0.605973542,0.490104586,0.529048383,0.543861508,0.694918096,0.623442709,0.734802186,0.731153369,0.681955755,0.714897633,0.678937137,0.692684948,0.753235757,0.727457881,0.69302994
330,866,375,648,401,450,510,461,566,645,600,851,461,450,461,225,461,210,465,56,450,506,405,386,348,240,566,210,540,371,491,480,0.602699578,0.604947329,0.487035632,0.530960381,0.540924013,0.694729507,0.618671358,0.735568464,0.72948277,0.679579377,0.716575921,0.674916267,0.691938043,0.753148139,0.72260493,0.69508636
330,866,375,648,401,450,510,461,566,645,600,851,461,450,461,225,461,210,465,56,453,510,405,386,348,240,566,210,540,371,491,480,0.6053617,0.603572309,0.483016074,0.521206439,0.540405452,0.694616377,0.61969918,0.733759522,0.726766944,0.677652895,0.717349708,0.680202186,0.693935573,0.753606439,0.718113065,0.69905591
