265,560,297,432,318,300,393,305,403,443,425,565,350,305,358,170,350,151,340,55,358,340,329,268,297,172,411,159,393,247,371,332,0.7914935350418091,0.6108818054199219,0.6338697075843811,0.5676671266555786,0.6881313920021057,0.6565499305725098,0.6218522191047668,0.7225866913795471,0.7765228748321533,0.8628172874450684,0.6557633876800537,0.6929868459701538,0.688590407371521,0.8316416144371033,0.63006192445755,0.38075149059295654
265,560,289,435,318,300,390,308,403,443,425,571,350,305,353,170,350,151,337,53,353,340,329,268,297,177,411,159,395,244,425,241,0.7928856611251831,0.648443877696991,0.5991777777671814,0.5549047589302063,0.6617783904075623,0.6674186587333679,0.6455602049827576,0.787702739238739,0.7675998210906982,0.8320529460906982,0.6027919054031372,0.6122551560401917,0.7199793457984924,0.7743522524833679,0.46038490533828735,0.2885687053203583
265,560,286,432,318,300,390,308,393,443,425,565,350,305,353,170,350,151,337,53,358,340,326,276,297,177,411,159,395,244,427,244,0.7790715098381042,0.6564568877220154,0.579951822757721,0.5521902441978455,0.5995029211044312,0.6894249320030212,0.6627976894378662,0.8299248218536377,0.7539724111557007,0.774224579334259,0.5931742787361145,0.6110585331916809,0.7686314582824707,0.7229881882667542,0.30408868193626404,0.4321255683898926
265,560,286,432,318,300,382,305,395,446,425,565,350,305,353,170,350,151,337,53,350,347,318,268,297,177,406,159,393,247,371,337,0.7617501616477966,0.6864246726036072,0.5817786455154419,0.5167836546897888,0.6285872459411621,0.6947973370552063,0.6603774428367615,0.8511908650398254,0.790921688079834,0.7690064907073975,0.6413324475288391,0.5923967957496643,0.7365373969078064,0.7571777701377869,0.49712881445884705,0.4332502484321594
262,563,286,432,316,297,382,300,393,443,425,565,350,300,350,167,350,151,332,53,350,347,318,273,294,180,406,159,393,247,427,244,0.7195466160774231,0.6921353340148926,0.5271121263504028,0.5356743335723877,0.6745938062667847,0.7217254042625427,0.652352511882782,0.8658839464187622,0.7552082538604736,0.7428675889968872,0.6617364287376404,0.6348188519477844,0.7033684849739075,0.7998780012130737,0.3832392394542694,0.3020106256008148
262,563,286,432,316,297,382,300,395,446,425,565,350,300,350,172,350,151,332,53,350,342,318,273,294,180,406,159,395,244,427,244,0.7122427821159363,0.7115598320960999,0.5242696404457092,0.549400269985199,0.678580105304718,0.7335662245750427,0.6672858595848083,0.8650686740875244,0.7555304765701294,0.7529914975166321,0.6828151345252991,0.6397460103034973,0.7073217034339905,0.7915987372398376,0.346762478351593,0.31510359048843384
262,563,286,432,310,297,382,300,395,446,425,565,350,300,350,172,350,156,332,53,350,342,318,273,294,180,406,159,393,247,371,332,0.7126587629318237,0.7054194211959839,0.544699490070343,0.5683978199958801,0.6913119554519653,0.7316076159477234,0.6721130609512329,0.8663334846496582,0.7691694498062134,0.7370944023132324,0.6595282554626465,0.660834550857544,0.7198740243911743,0.8037148118019104,0.40604764223098755,0.4020272493362427
262,563,286,432,316,297,382,300,395,446,425,571,350,300,350,172,350,156,332,53,350,347,318,273,294,180,406,159,385,255,369,340,0.7100521326065063,0.7048597931861877,0.5485738515853882,0.5848237872123718,0.702338695526123,0.7037116885185242,0.6904740929603577,0.8599512577056885,0.7475734949111938,0.7649080157279968,0.7028902769088745,0.6956357359886169,0.7275536060333252,0.7941281199455261,0.42067205905914307,0.4642919600009918
257,563,286,432,310,297,382,300,393,443,425,571,350,300,347,170,350,156,332,53,350,347,318,273,289,180,401,159,382,257,363,340,0.7049092650413513,0.6987079977989197,0.584763765335083,0.5930233597755432,0.7015909552574158,0.710026204586029,0.662466287612915,0.8266725540161133,0.6732949018478394,0.7758015990257263,0.6815338134765625,0.7111945748329163,0.7141236066818237,0.823384702205658,0.49318045377731323,0.5291754603385925
257,563,286,432,308,300,382,300,393,443,425,565,350,300,347,170,342,159,329,55,350,347,318,273,289,180,401,159,382,262,363,340,0.7360413670539856,0.7125539183616638,0.5909724235534668,0.610923171043396,0.7077718377113342,0.7091577649116516,0.6361222863197327,0.8034647703170776,0.6485950946807861,0.7804540991783142,0.6712868809700012,0.7346401810646057,0.7489864230155945,0.8259139657020569,0.5780156850814819,0.5950226783752441
